user_id,cluster,cluster_label
d23f05ae-703e-428f-b8f0-81826fd7a439,1,regular_users
0226e498-c5b9-4df9-a552-d2c2ea181027,1,regular_users
9b9a5bba-cced-43b4-a2aa-f3a729cc55f2,1,regular_users
2b6c84ca-e643-49f4-983f-d6ea9891ec61,1,regular_users
77805897-196c-44b4-a5dc-dcb8b80fd7c6,1,regular_users
83c78ca5-0950-483d-b089-a0d096e8fce6,1,regular_users
15f26e0b-fda2-4e91-bd38-4cfd91cd487e,1,regular_users
80512b4d-cf2a-4685-800e-0500a65cf8d8,1,regular_users
5949af49-1105-4bcf-a3dc-120be05e4e79,1,regular_users
0aa9bd17-71ba-4e36-acd0-b155accf96ad,1,regular_users
31fd6fd3-cb08-4a5c-bc78-f4a413170b60,1,regular_users
12c30bbb-23fe-4103-8da2-fbbea8043c5b,1,regular_users
7a764b60-cb84-4c5c-b187-65cf7a2f7459,1,regular_users
fd1cd248-e681-4dd1-b1ef-e2372294083a,1,regular_users
869d5659-842a-4f0d-821c-ca85bde9f5d1,1,regular_users
207adb76-4c8f-4be0-afe5-b81fb10b1d88,1,regular_users
4f81b658-977b-4973-8514-0033814093e8,1,regular_users
a60fa5bf-5566-408f-9c81-8295720763d5,1,regular_users
d024c3de-529e-48c1-a04d-1f28c071a66d,1,regular_users
829678a0-96bb-469a-8726-3b9d523938bf,1,regular_users
f6c3c3bc-9983-4f2b-9e1c-f2c3f44491e8,1,regular_users
6816023d-bf8d-4d9a-ba77-106a7bba934b,1,regular_users
699b3c88-f1e2-48ff-965b-697cea9d21ee,1,regular_users
e6d43d7a-764b-4f72-b089-c7f5faa54005,1,regular_users
790a1e79-9ebe-439e-9a0b-ee0ef22e77f0,0,power_users
3e6064bd-8896-44e7-bfc3-e03fd27d389a,0,power_users
7d41b231-8e27-4313-8a83-db65ee2af1af,1,regular_users
88000702-f157-4889-953f-e820741c2cc6,1,regular_users
44abba63-a4a7-4723-82b1-55bd35ad5f7c,1,regular_users
909ab08e-323b-4c23-adb9-4fedb1ddf5b6,1,regular_users
22915b7d-c981-4007-8f3b-f6c674dcf581,1,regular_users
a6557f0c-7ad4-4e3c-8eb1-d860f0281ab8,1,regular_users
09feb80b-7c37-49eb-8d64-98ad26808ebe,1,regular_users
2a443d22-9b99-4e86-b2b7-74f818035eb8,1,regular_users
59c84d8e-216d-4afa-a2d6-539ca0c7d5f5,1,regular_users
c1ef8585-2c4f-42af-a8ea-3446a29ddbeb,1,regular_users
60acd946-40ba-460d-9cfb-b5485a4a17cd,0,power_users
620da7fc-05a8-4b79-8dd3-d751572230de,0,power_users
0ba07d11-e563-4ce3-91ea-599067b64763,1,regular_users
0c3cecce-55d4-4306-a72d-5844c042031c,1,regular_users
d7348d93-3f9c-4bbe-b924-f8ad88f81a7d,0,power_users
dd2682ff-974e-452d-ba95-026a6334c5b8,0,power_users
1804c9dd-92bb-439b-99ea-23b1e97c7004,0,power_users
71736ee7-44dc-4466-adba-6188caee6fbd,1,regular_users
1b717c89-3331-40a2-9be0-883038c42941,0,power_users
e98782e1-b64f-4ff4-9267-fd4a358f7411,1,regular_users
eb7117fa-18fc-4353-b5bb-6721c3694218,1,regular_users
3be7f307-1eb6-44af-b93e-b48cff8d1724,1,regular_users
1bf79144-d293-4669-8c86-e380b6859c3d,1,regular_users
3c714eec-b872-4fa9-8ef8-22ebcf5be4a3,0,power_users
1cac104f-6650-4ffc-9b96-2ed256d81aba,1,regular_users
3f0d3ff3-df20-43d7-8b99-c2a508bd6d2e,1,regular_users
1413f272-864c-443a-b1a6-ca8b15585b8f,0,power_users
87e6b1b1-4ab7-4abe-89a8-c81da4c831d2,0,power_users
47cd9e3e-1a5e-452e-91f3-f1ea5312c163,0,power_users
8d9a6450-4eaa-42a3-9860-8ba176054eb1,0,power_users
49ac3800-1404-447e-999b-8b0a4b004ddb,0,power_users
916c9427-9a76-4f71-b415-3a4fbeccad87,1,regular_users
4b5b182f-e66c-42a8-b411-0918eb0fb186,1,regular_users
